accident_index,latitude,longitude,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,road_type,speed_limit,junction_detail,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,first_road_class,police_force
DEMO103662,54.542058838520994,-5.779521644800351,2,4,5,06/02/2025,4,10:27,7,70.0,3,7,7.0,1.0,1,4,20
DEMO103663,54.3335245855704,-6.023269030833911,3,2,2,20/04/2025,7,16:02,3,40.0,1,1,3.0,1.0,1,3,17
DEMO103664,52.91403236292379,-1.1057608726512607,3,5,6,15/01/2025,3,08:08,1,20.0,2,1,1.0,1.0,1,5,29
DEMO103665,53.380409000682704,-2.4020338746965963,2,3,4,07/09/2025,7,02:18,7,30.0,1,7,5.0,1.0,2,3,34
DEMO103666,53.47022057710018,-1.592267398643737,3,2,4,10/08/2025,7,09:11,2,60.0,7,5,4.0,1.0,2,3,27
DEMO103667,53.37785678820187,-2.271310271733943,3,1,2,28/09/2025,7,16:41,7,30.0,1,7,8.0,2.0,1,2,16
DEMO103668,53.29626887592851,-2.9095647269564466,2,5,7,06/03/2025,4,08:36,7,60.0,3,5,1.0,1.0,1,2,44
DEMO103669,53.4114001013551,-1.6691329024042036,1,2,5,02/05/2025,5,14:19,7,60.0,8,1,1.0,1.0,1,6,41
DEMO103670,52.55314199657417,-1.7109148516124661,2,3,5,04/09/2025,4,10:05,7,20.0,3,1,5.0,1.0,1,5,19
DEMO103671,52.648192711084796,-1.8912115365856221,1,1,1,29/10/2025,3,08:04,9,30.0,9,6,1.0,1.0,1,3,1
DEMO103672,53.80109997338553,-1.6066981297325122,2,2,4,20/11/2025,4,06:56,2,40.0,2,1,3.0,1.0,1,3,9
DEMO103673,51.85460203857891,0.16943817138730502,3,1,1,27/01/2025,1,06:20,12,20.0,6,5,2.0,1.0,1,2,36
DEMO103674,53.35704756320675,-1.5167624861255942,3,4,6,27/05/2025,2,06:06,1,40.0,9,1,1.0,1.0,1,3,33
DEMO103675,53.27901257680771,-2.6516405081602366,3,1,2,04/01/2025,6,17:42,6,70.0,2,1,1.0,3.0,1,1,34
DEMO103676,51.34228196761657,-2.6768839015169585,2,3,5,26/10/2025,7,08:52,12,40.0,6,6,5.0,2.0,1,2,42
DEMO103677,55.71702371673555,-3.357488856338442,2,3,4,14/02/2025,5,17:07,3,40.0,9,7,1.0,1.0,1,5,23
DEMO103678,52.97717177445353,-1.5336974959489948,2,1,3,28/10/2025,2,07:56,9,60.0,6,1,4.0,1.0,2,2,13
DEMO103679,55.68592745005126,-4.154643190884348,1,2,2,26/02/2025,3,07:43,7,70.0,9,1,4.0,1.0,1,1,39
DEMO103680,55.664949741236086,-4.712686259251233,3,1,2,06/01/2025,1,22:15,9,60.0,9,1,3.0,1.0,1,3,30
DEMO103681,51.32002211094846,0.14685480109049368,3,2,2,17/11/2025,1,21:46,1,20.0,2,1,2.0,2.0,1,3,2
DEMO103682,53.640723210064955,-2.6136842191867564,2,1,1,10/06/2025,2,09:25,7,20.0,8,6,1.0,1.0,1,3,6
DEMO103683,52.93993567627002,-1.6214849793776906,3,5,6,05/06/2025,4,06:38,3,40.0,8,1,5.0,2.0,1,2,21
DEMO103684,54.352010887939734,-5.967218682600169,3,3,3,25/08/2025,1,17:07,1,30.0,9,1,1.0,1.0,1,1,1
DEMO103685,52.64481311478423,-1.6872770555465115,2,3,4,11/04/2025,5,01:14,7,40.0,7,6,1.0,5.0,1,1,1
DEMO103686,52.70061906064062,-1.9449209986508982,1,5,5,10/09/2025,3,10:46,9,60.0,8,6,,2.0,1,4,7
DEMO103687,54.514545638370194,-5.772814131768995,3,2,3,06/06/2025,5,14:48,9,70.0,2,1,1.0,2.0,1,3,11
DEMO103688,54.45626030827755,-5.879481109993629,2,2,2,10/04/2025,4,16:00,9,30.0,7,7,1.0,4.0,1,6,2
DEMO103689,53.32377572958627,-2.104581886554484,2,2,3,25/05/2025,7,02:12,9,60.0,8,1,8.0,1.0,1,5,35
DEMO103690,51.502244602693146,-2.2356323942780643,3,1,1,03/01/2025,5,00:36,6,40.0,9,1,1.0,1.0,1,1,7
DEMO103691,53.545181559587036,-1.665308780764653,3,3,3,21/04/2025,1,06:54,3,50.0,2,7,1.0,1.0,1,2,17
DEMO103692,53.51113826347235,-2.231388728223027,1,1,1,04/08/2025,1,02:40,9,30.0,0,1,2.0,2.0,2,3,28
DEMO103693,53.558578801404835,-2.043519640516469,2,2,3,20/02/2025,4,12:42,7,20.0,9,7,5.0,2.0,1,5,17
DEMO103694,51.64604957408851,-2.285398145046408,3,4,9,13/02/2025,4,22:23,3,60.0,7,4,6.0,1.0,1,5,5
DEMO103695,53.37132548557312,-1.5775938336968995,2,3,3,28/08/2025,4,06:03,3,40.0,0,7,4.0,2.0,2,2,19
DEMO103696,53.76462462106532,-1.5615398337497708,3,5,6,06/06/2025,5,10:45,3,60.0,6,1,8.0,1.0,1,6,27
DEMO103697,51.532084771558004,-2.6914198169267087,2,4,5,19/02/2025,3,05:47,9,30.0,9,1,1.0,1.0,1,2,31
DEMO103698,53.988612194487814,-1.7378063531175234,1,5,6,30/09/2025,2,01:26,3,30.0,9,7,3.0,1.0,1,6,38
DEMO103699,55.748343417882914,-3.032977187949778,2,3,4,11/10/2025,6,16:30,7,20.0,2,6,1.0,1.0,1,6,28
DEMO103700,52.244721419008116,-1.7798697759652982,2,2,3,13/01/2025,1,06:14,9,50.0,8,7,7.0,1.0,1,1,4
DEMO103701,53.47216830392879,-2.4011108016727505,2,3,3,15/03/2025,6,13:27,12,40.0,3,1,8.0,2.0,1,3,38
DEMO103702,53.47428984215911,-1.8522088308016482,3,1,1,16/05/2025,5,16:14,3,30.0,3,4,1.0,1.0,1,3,6
DEMO103703,51.64402015457168,-2.9995934069497894,3,1,1,24/09/2025,3,20:25,9,30.0,8,1,5.0,1.0,1,5,28
DEMO103704,,-5.569008371313659,3,3,3,28/01/2025,2,04:08,7,20.0,2,1,3.0,1.0,1,4,28
DEMO103705,52.86425335295375,-1.6317070203512025,2,2,3,22/10/2025,3,13:36,1,30.0,3,4,1.0,1.0,1,1,41
DEMO103706,52.545300757533326,-2.0667518708294965,3,2,3,27/04/2025,7,21:14,3,20.0,2,5,3.0,2.0,1,3,34
DEMO103707,56.03599822622655,-2.980439593206177,3,1,2,15/02/2025,6,11:43,3,70.0,1,1,8.0,2.0,2,4,37
DEMO103708,53.50862304141161,-3.310556254598534,3,3,4,12/11/2025,3,00:31,2,30.0,3,1,1.0,1.0,2,5,32
DEMO103709,51.18978801913372,-3.3034227914759615,3,4,4,01/02/2025,6,06:53,3,30.0,9,6,1.0,2.0,2,4,8
DEMO103710,51.54840400865366,-2.8596408595160225,3,3,3,17/02/2025,1,19:13,2,60.0,3,7,8.0,2.0,2,6,41
DEMO103711,54.44764004506911,-5.858774231373241,3,2,3,13/12/2025,6,19:16,9,70.0,8,1,2.0,2.0,2,5,10
DEMO103712,56.05624537100714,-3.2943771915124547,2,3,5,09/07/2025,3,07:14,3,40.0,2,6,2.0,1.0,2,1,28
DEMO103713,53.272586556914064,-2.5091835131643996,3,3,4,19/06/2025,4,04:37,3,30.0,9,6,4.0,1.0,1,5,3
DEMO103714,55.87474719024894,-3.8591918935261456,3,4,5,08/09/2025,1,07:06,7,30.0,7,1,3.0,2.0,1,5,24
DEMO103715,53.745065334772896,-1.4161047932743465,2,1,2,19/08/2025,2,05:41,9,20.0,9,5,1.0,1.0,1,2,35
DEMO103716,51.83783797459983,-2.4597883999310057,3,2,2,12/08/2025,2,17:49,12,30.0,2,7,1.0,1.0,2,1,40
DEMO103717,53.63936526135267,-1.5243027080705556,2,3,4,09/01/2025,4,20:40,9,50.0,7,5,5.0,1.0,1,4,17
DEMO103718,55.68924269612927,-4.068963239838633,3,3,3,21/07/2025,1,01:08,9,60.0,1,1,2.0,1.0,1,5,38
DEMO103719,54.06431727150243,-1.4381988322385364,3,2,3,12/04/2025,6,17:29,3,30.0,1,4,4.0,1.0,1,5,36
DEMO103720,53.53364084021719,-1.9286090489489522,3,1,3,22/10/2025,3,18:32,6,50.0,7,6,6.0,3.0,1,5,37
DEMO103721,52.997556427140445,-0.7104194140156725,3,3,4,04/07/2025,5,14:23,3,50.0,8,4,1.0,1.0,1,5,32
DEMO103722,55.859745230695694,-2.780163906604594,2,2,2,15/02/2025,6,20:27,12,40.0,1,1,6.0,1.0,1,5,26
DEMO103723,54.382600573024476,-6.051477333224499,3,5,6,20/11/2025,4,00:45,2,30.0,8,1,4.0,5.0,1,2,38
DEMO103724,51.422086972844,-0.5385407816837484,1,2,2,14/04/2025,1,16:50,7,70.0,8,6,8.0,1.0,1,5,9
DEMO103725,54.49296883329783,-6.2022534003320295,3,2,3,10/04/2025,4,03:18,3,30.0,6,1,1.0,1.0,1,5,22
DEMO103726,52.35204146732694,-2.154674249186805,2,3,3,08/12/2025,1,21:19,9,30.0,8,7,1.0,2.0,2,4,39
DEMO103727,52.85457919533189,-1.0968042822447137,3,5,6,10/10/2025,5,11:12,3,30.0,7,1,4.0,4.0,1,4,36
DEMO103728,51.3458931222164,-2.696064507117229,3,1,3,10/11/2025,1,02:24,9,50.0,9,6,7.0,2.0,1,3,4
DEMO103729,53.54676082828044,-1.6260497780541818,2,6,9,30/08/2025,6,17:32,12,60.0,8,1,9.0,1.0,1,1,41
DEMO103730,55.605727829030855,-4.11064963120329,2,3,4,29/11/2025,6,17:42,3,30.0,9,6,2.0,1.0,1,1,2
DEMO103731,51.54480301385837,-3.2143945434369665,3,2,6,12/02/2025,3,11:16,9,30.0,2,6,2.0,2.0,1,4,35
DEMO103732,51.49526155205161,-2.36621573305863,3,2,2,07/08/2025,4,07:12,3,60.0,8,1,1.0,3.0,2,3,13
DEMO103733,54.57800578426198,-5.950109026536239,3,1,2,18/04/2025,5,00:01,3,50.0,9,1,4.0,,1,1,8
DEMO103734,53.91348689994634,-1.1492689561183527,2,2,3,26/05/2025,1,21:05,3,70.0,1,7,6.0,3.0,2,4,40
DEMO103735,53.55071263600209,-1.710578864708271,3,3,5,28/03/2025,5,04:03,7,50.0,6,6,5.0,1.0,1,1,10
DEMO103736,51.46533768625542,-2.5364326206180805,3,3,4,16/03/2025,7,20:12,3,60.0,9,4,1.0,1.0,1,1,40
DEMO103737,53.14613541155658,-1.2395994510209665,2,4,4,11/06/2025,3,14:41,9,30.0,3,1,8.0,1.0,1,1,23
DEMO103738,55.414897561488395,-4.272702923571348,2,4,4,02/12/2025,2,16:46,9,30.0,6,7,1.0,1.0,1,1,11
DEMO103739,56.340493079238065,-2.9391682190013544,3,5,5,20/08/2025,3,16:58,3,40.0,8,5,2.0,4.0,1,5,22
DEMO103740,53.684888545987036,-2.038364213296716,2,2,3,08/05/2025,4,20:32,1,30.0,8,1,2.0,1.0,1,1,9
DEMO103741,54.10444997093249,-2.0115742895857243,3,4,5,08/06/2025,7,00:27,1,30.0,1,1,2.0,2.0,2,3,30
DEMO103742,54.433304882387354,-5.801794718767163,3,4,5,13/07/2025,7,23:53,3,40.0,3,1,4.0,1.0,1,1,12
DEMO103743,53.415293297355944,-3.0899693001373727,2,1,2,31/03/2025,1,01:08,12,20.0,3,6,3.0,2.0,2,4,13
DEMO103744,53.53121440217757,-2.181300208609096,3,3,4,10/07/2025,4,23:37,3,40.0,1,6,1.0,1.0,1,4,19
DEMO103745,54.525054962078976,-5.93577580469611,2,2,2,11/09/2025,4,06:49,9,30.0,0,1,1.0,4.0,1,6,32
DEMO103746,53.435500410814775,-3.092588303585728,2,4,6,30/03/2025,7,20:30,12,60.0,8,1,2.0,1.0,1,2,35
DEMO103747,54.639546444751254,-6.335437291761816,3,2,2,02/08/2025,6,02:15,3,20.0,9,1,4.0,2.0,2,6,34
DEMO103748,54.37647849863729,-6.316294086020908,2,2,2,16/09/2025,2,11:37,7,40.0,9,1,2.0,1.0,2,4,2
DEMO103749,51.610330008350026,-3.2513732757431733,3,5,5,09/07/2025,3,13:59,9,30.0,9,7,1.0,1.0,1,5,33
DEMO103750,53.06868133373615,-1.1960517877580696,2,4,4,17/04/2025,4,22:14,7,20.0,9,6,,4.0,1,5,24
DEMO103751,55.8268087456299,-3.2090129213505265,3,2,2,22/07/2025,2,02:33,2,30.0,0,1,5.0,1.0,1,2,28
DEMO103752,54.35894588636491,-5.872173135465022,2,2,3,17/10/2025,5,00:03,9,30.0,3,1,2.0,3.0,1,5,19
DEMO103753,53.81957724750047,-1.7512192139201648,2,2,2,22/03/2025,6,15:13,9,60.0,0,1,2.0,1.0,1,5,35
DEMO103754,51.3554313578134,-0.4683577531082941,3,2,3,29/07/2025,2,01:46,9,30.0,8,5,2.0,1.0,1,5,40
DEMO103755,53.84919433077736,-1.3171549809040237,2,1,2,06/09/2025,6,18:29,9,60.0,9,1,1.0,3.0,1,3,37
DEMO103756,53.23829168689449,-1.3407761449000912,3,7,10,28/04/2025,1,00:11,9,20.0,0,1,1.0,3.0,2,5,40
DEMO103757,53.224360427475624,-1.3314795356549318,1,2,3,22/05/2025,4,23:20,7,40.0,6,7,1.0,1.0,1,2,4
DEMO103758,51.38365803354261,0.07647109520927828,3,1,1,21/11/2025,5,12:07,3,50.0,7,4,4.0,1.0,1,6,3
DEMO103759,52.79389785064041,-1.40408668424726,3,2,3,13/05/2025,2,22:46,12,20.0,1,6,1.0,2.0,1,5,21
DEMO103760,53.485116615957125,-2.192990994313993,3,2,2,07/08/2025,4,03:56,2,20.0,8,1,1.0,1.0,1,4,36
DEMO103761,52.66704652096339,-1.1055330517843842,3,3,3,24/02/2025,1,06:06,9,30.0,3,1,9.0,4.0,1,6,8
DEMO103762,52.79895281537228,-1.3146809300244613,3,2,2,04/12/2025,4,10:14,3,30.0,3,7,1.0,1.0,1,4,8
DEMO103763,53.08300172567274,-1.3553326833754398,3,3,4,06/08/2025,3,00:51,7,30.0,9,6,2.0,1.0,1,5,43
DEMO103764,51.49270935400796,-2.9034532946179947,2,4,7,05/10/2025,7,02:52,9,70.0,2,5,1.0,2.0,1,6,4
DEMO103765,51.62148241628466,-2.598217318256285,3,4,4,08/08/2025,5,07:46,9,30.0,3,4,1.0,1.0,1,3,13
DEMO103766,55.78685671921486,-4.261298465519514,2,3,3,10/05/2025,6,17:42,3,60.0,8,1,1.0,1.0,1,1,10
DEMO103767,56.08997849813794,-4.520635059080328,3,1,2,05/05/2025,1,17:51,7,70.0,6,4,6.0,1.0,1,5,4
DEMO103768,55.80026410480344,-3.0392872790813965,3,3,4,13/09/2025,6,02:22,3,30.0,7,1,2.0,6.0,1,4,25
DEMO103769,51.370550077984134,-2.3211976792352,2,4,4,10/11/2025,1,01:53,2,60.0,6,1,4.0,1.0,1,1,31
DEMO103770,53.569471428692644,-3.0093595415782795,3,3,3,16/02/2025,7,15:53,6,70.0,2,1,8.0,6.0,1,5,39
DEMO103771,53.92969865624321,-1.5324041901619847,3,1,5,05/11/2025,3,08:13,12,30.0,1,1,1.0,1.0,1,4,15
DEMO103772,53.036945740884995,-1.228320364571017,2,1,1,30/10/2025,4,19:04,12,40.0,9,1,4.0,1.0,1,6,40
DEMO103773,52.68599001730264,-1.9158839561530547,1,1,2,09/02/2025,7,07:31,7,60.0,2,1,1.0,1.0,1,1,6
DEMO103774,53.399136161872406,,3,2,3,09/02/2025,7,08:45,9,50.0,9,1,2.0,1.0,1,3,1
DEMO103775,53.53533377887646,-2.2442432816607725,2,3,4,11/09/2025,4,05:50,3,60.0,0,6,6.0,1.0,2,1,26
DEMO103776,52.83218905321805,-1.2239595695357923,3,2,4,04/11/2025,2,06:08,3,30.0,9,7,1.0,1.0,1,3,20
DEMO103777,51.828287118527406,-2.7909313272587717,3,2,3,24/05/2025,6,16:22,7,30.0,9,1,9.0,1.0,2,1,7
DEMO103778,54.51627986676951,-5.989277779199762,3,4,5,22/08/2025,5,11:46,9,50.0,0,1,3.0,2.0,1,4,13
DEMO103779,53.37006469799529,-3.2262023171142373,2,4,4,31/12/2025,3,15:03,9,30.0,7,6,1.0,1.0,1,6,7
DEMO103780,51.545127125207166,-0.5493930219925821,2,6,8,28/04/2025,1,01:43,2,50.0,8,1,1.0,1.0,2,3,43
DEMO103781,53.600888276059806,-2.008059438919274,1,4,4,24/03/2025,1,12:17,3,30.0,7,5,3.0,1.0,2,1,13
DEMO103782,52.604437854151904,-1.551441082466616,2,1,4,28/12/2025,7,11:01,1,30.0,9,1,2.0,1.0,1,1,21
DEMO103783,55.46565024071289,-3.4768530925563366,3,3,5,13/04/2025,7,21:14,9,60.0,1,5,1.0,2.0,1,3,17
DEMO103784,54.9153635416614,-5.790843283357499,3,3,4,22/06/2025,7,10:44,3,50.0,9,1,2.0,2.0,1,1,31
DEMO103785,53.24457064202674,-1.038849601610297,2,2,2,11/06/2025,3,02:52,3,40.0,7,5,1.0,,1,5,44
DEMO103786,53.70622805000623,-2.2468841844462,2,3,6,10/07/2025,4,16:04,7,70.0,2,1,9.0,1.0,1,2,29
DEMO103787,51.53377593965219,-0.40368269582569305,2,2,4,09/04/2025,3,03:27,1,30.0,6,1,1.0,1.0,1,4,5
DEMO103788,54.82188587074424,-5.816506373054354,3,2,6,05/09/2025,5,21:12,3,50.0,2,1,2.0,2.0,1,6,32
DEMO103789,53.84797318580477,-1.2405529439844698,3,2,2,10/09/2025,3,09:41,9,30.0,3,1,5.0,4.0,1,1,2
DEMO103790,,-1.5606269676559923,3,3,4,15/03/2025,6,18:46,3,40.0,1,7,4.0,1.0,1,3,43
DEMO103791,53.6064730569312,-2.125459749989751,1,3,3,25/06/2025,3,15:57,7,60.0,8,1,6.0,1.0,1,1,32
DEMO103792,53.898615177972516,-1.3474110858848793,2,2,3,21/01/2025,2,11:21,12,70.0,3,1,8.0,2.0,2,3,22
DEMO103793,53.56542228145138,-1.912865683155476,3,4,6,22/03/2025,6,14:17,2,30.0,3,4,1.0,6.0,2,1,31
DEMO103794,51.094290711106986,-3.040498475164079,3,2,2,27/12/2025,6,04:18,3,60.0,9,1,1.0,1.0,1,6,35
DEMO103795,53.784822914772974,-1.4070231842018122,2,3,4,04/07/2025,5,01:45,7,30.0,9,7,4.0,1.0,1,2,2
DEMO103796,55.64443145259615,-4.336291349276967,3,2,4,16/08/2025,6,18:26,7,50.0,8,6,1.0,2.0,1,5,4
DEMO103797,51.67497107659611,-0.11224383872087328,3,2,2,21/11/2025,5,23:01,12,60.0,0,1,4.0,2.0,1,6,28
DEMO103798,51.34319526535845,-0.26014332630885584,3,4,6,18/09/2025,4,20:56,1,50.0,9,4,1.0,1.0,2,4,22
DEMO103799,51.456471416294946,-0.505921663397266,2,3,3,17/10/2025,5,07:06,9,50.0,1,5,7.0,1.0,1,4,38
DEMO103800,54.76582618549824,-5.787854558238351,3,2,2,17/09/2025,3,08:55,6,60.0,3,1,4.0,1.0,1,5,36
DEMO103801,53.19029289864132,-0.7096255286751326,3,3,3,02/07/2025,3,08:09,3,30.0,9,5,2.0,2.0,2,2,3
DEMO103802,56.11222229163777,-3.4025370701539686,3,3,3,19/08/2025,2,16:32,6,50.0,0,1,2.0,2.0,1,4,16
DEMO103803,51.64294584675099,-0.11424397451524594,3,2,2,16/04/2025,3,14:18,3,50.0,1,1,9.0,1.0,2,3,32
DEMO103804,51.29368889267042,-0.45085891221482033,3,2,3,22/11/2025,6,19:41,3,40.0,7,4,4.0,1.0,1,6,17
DEMO103805,51.29851541479065,-3.128593232171982,1,5,7,07/03/2025,5,22:24,3,70.0,3,4,5.0,2.0,1,4,42
DEMO103806,52.24492967174495,-2.0474381508240747,3,3,3,19/11/2025,3,09:22,3,30.0,3,5,5.0,1.0,1,3,17
DEMO103807,52.296121311204814,-1.9281092218483042,3,4,6,17/11/2025,1,15:28,7,30.0,8,1,1.0,1.0,1,6,39
DEMO103808,52.98327370409768,-0.9237305030648398,2,1,1,21/02/2025,5,12:58,2,60.0,9,5,1.0,1.0,2,4,11
DEMO103809,53.562095170462115,-1.4029885477178854,2,3,3,17/09/2025,3,22:14,2,30.0,9,1,1.0,1.0,1,3,13
DEMO103810,53.66114922491894,-2.2741701365577853,3,3,3,28/12/2025,7,08:13,3,50.0,1,5,3.0,2.0,1,2,5
DEMO103811,53.07511978959636,-3.217842897243555,3,1,2,28/07/2025,1,04:03,7,70.0,8,1,3.0,1.0,1,5,29
DEMO103812,55.85765857005665,-4.087724042522839,3,4,5,05/05/2025,1,09:44,12,60.0,9,4,1.0,2.0,1,2,6
DEMO103813,53.35907585423069,-3.2612283493726593,3,3,3,17/11/2025,1,14:40,1,50.0,2,1,8.0,1.0,2,6,11
DEMO103814,51.037396968802994,-2.2711316145014635,3,2,5,07/07/2025,1,22:36,12,70.0,6,1,1.0,1.0,1,4,43
DEMO103815,51.65677780454161,-0.10268650217900432,3,2,3,14/02/2025,5,19:01,7,40.0,0,1,5.0,3.0,1,3,37
DEMO103816,53.5527580490659,-3.240382954422402,2,2,3,01/04/2025,2,00:47,9,20.0,1,1,2.0,1.0,1,1,12
DEMO103817,55.843915552071216,-3.552321774851778,3,2,2,07/09/2025,7,12:48,6,50.0,1,1,2.0,2.0,1,3,24
DEMO103818,53.325385089752146,-1.5497901405026138,3,1,1,16/06/2025,1,03:56,6,50.0,8,1,1.0,1.0,1,5,5
DEMO103819,51.50778844620776,-3.2657028963186594,3,3,4,21/03/2025,5,08:55,9,60.0,7,1,4.0,6.0,2,5,28
DEMO103820,52.56068252098475,-1.7813054741770828,3,2,2,19/10/2025,7,22:15,7,30.0,0,5,5.0,1.0,2,4,13
DEMO103821,51.390633156410566,-0.37444524976421223,2,4,5,14/02/2025,5,23:42,9,30.0,7,7,1.0,1.0,2,5,14
DEMO103822,52.80016967258724,-0.9694173396774031,3,4,4,21/03/2025,5,03:24,9,30.0,0,6,2.0,1.0,1,4,26
DEMO103823,53.285344719322445,-2.850658072321675,2,1,2,19/06/2025,4,03:35,6,30.0,1,7,3.0,1.0,1,3,35
DEMO103824,53.64910663162366,-1.4504723978827316,2,6,7,15/01/2025,3,16:19,7,60.0,9,7,1.0,1.0,2,1,40
DEMO103825,51.70112269383564,-3.352901220308636,3,2,3,22/05/2025,4,09:39,6,40.0,3,1,3.0,1.0,1,5,7
DEMO103826,51.257870155227764,-2.565754886780062,3,1,2,29/11/2025,6,10:57,7,30.0,8,1,2.0,1.0,2,1,44
DEMO103827,52.79355618259101,-0.8690351498275997,3,3,4,10/12/2025,3,20:39,7,30.0,2,1,6.0,1.0,1,5,32
DEMO103828,55.67329147224832,-4.034806738656294,3,3,4,15/11/2025,6,22:55,7,30.0,1,1,4.0,2.0,2,4,13
DEMO103829,52.21890037312998,-1.8103155067157701,2,4,5,29/04/2025,2,21:55,1,40.0,9,6,1.0,1.0,1,2,32
DEMO103830,51.83278983765546,-2.860264997017468,3,2,2,24/01/2025,5,18:07,12,60.0,1,7,5.0,1.0,1,3,12
DEMO103831,53.34861739061202,-1.9139701240725782,3,2,3,25/10/2025,6,23:57,3,70.0,2,4,1.0,4.0,2,4,7
DEMO103832,56.090020620828525,-2.8197302989920634,2,2,5,17/05/2025,6,17:49,3,40.0,8,7,8.0,1.0,1,3,5
DEMO103833,53.32015043733783,-1.6160743544277725,3,2,2,01/10/2025,3,21:25,3,30.0,7,5,3.0,1.0,1,6,18
DEMO103834,52.446688103409066,-1.711561952960407,3,2,2,13/02/2025,4,12:36,1,30.0,9,1,1.0,1.0,1,1,42
DEMO103835,55.81218880828258,-4.067837674867727,3,3,4,01/09/2025,1,01:37,6,40.0,9,1,4.0,1.0,2,2,36
DEMO103836,53.54694968731954,-2.240611841162505,3,2,3,03/08/2025,7,19:47,1,40.0,1,7,1.0,1.0,1,3,10
DEMO103837,53.347827272530125,-1.222173302320593,3,2,2,02/12/2025,2,22:48,3,30.0,2,5,6.0,2.0,1,3,35
DEMO103838,54.73147516556504,-5.9214713346100405,2,2,2,07/02/2025,5,07:06,1,30.0,7,1,8.0,1.0,1,6,16
DEMO103839,54.805287719754546,-6.287600748412579,2,2,3,29/05/2025,4,10:00,3,60.0,1,1,4.0,5.0,2,2,41
DEMO103840,51.369941578308826,-2.8744185940497675,3,3,3,28/12/2025,7,13:14,12,50.0,7,6,2.0,2.0,2,1,34
DEMO103841,53.44515588657186,-3.1384826157763457,2,4,4,23/05/2025,5,15:31,6,30.0,3,6,3.0,6.0,2,5,42
DEMO103842,52.66074161933792,-1.579339259954064,3,4,5,29/08/2025,5,16:50,1,40.0,9,4,2.0,1.0,1,6,16
DEMO103843,53.706829230761926,-0.7835615727198658,3,2,2,28/02/2025,5,09:39,7,40.0,9,7,1.0,1.0,1,1,41
DEMO103844,54.6005820073393,-6.189766955259084,3,3,4,23/09/2025,2,20:08,7,30.0,2,1,7.0,2.0,1,5,22
DEMO103845,53.372576304152894,-2.8382608533094458,3,1,2,11/04/2025,5,19:43,6,60.0,0,7,1.0,2.0,1,6,31
DEMO103846,55.933700938897225,-3.442519504738385,3,2,3,28/07/2025,1,22:28,3,20.0,9,5,1.0,1.0,2,4,21
DEMO103847,51.547494140204144,-2.6895476664031643,3,4,4,18/11/2025,2,13:22,7,30.0,1,5,1.0,1.0,1,4,9
DEMO103848,55.994768125103704,-4.419635441444105,3,4,6,30/08/2025,6,01:46,2,40.0,1,7,9.0,1.0,1,4,16
DEMO103849,53.09812374417676,-2.4816730384135157,3,3,4,23/06/2025,1,20:17,3,30.0,2,6,8.0,1.0,1,3,1
DEMO103850,55.89713918949558,-4.043665237755806,2,4,4,11/03/2025,2,01:37,12,40.0,2,1,1.0,3.0,1,6,42
DEMO103851,51.45073849715505,0.41730843248592153,3,5,6,05/05/2025,1,04:10,3,70.0,1,6,1.0,2.0,1,2,33
DEMO103852,52.39948010762393,-1.8890049975861376,3,2,4,06/11/2025,4,06:22,2,30.0,2,4,5.0,1.0,1,4,44
DEMO103853,51.70577304828729,-3.0140872350291064,2,2,2,20/03/2025,4,04:33,3,30.0,0,1,2.0,1.0,1,4,2
DEMO103854,53.092184103384895,-3.2424587756916172,3,2,4,28/08/2025,4,17:37,9,30.0,8,5,8.0,1.0,1,1,37
DEMO103855,55.8546279312531,-4.452323279169962,3,4,4,27/06/2025,5,10:55,2,20.0,2,1,7.0,2.0,1,3,7
DEMO103856,51.71352163535264,-2.5636488518865277,3,3,4,28/04/2025,1,05:17,3,60.0,8,4,4.0,3.0,1,6,25
DEMO103857,51.52035663870129,-0.22770785665985604,3,1,1,19/09/2025,5,00:53,3,30.0,7,1,1.0,1.0,2,6,29
DEMO103858,53.62982112854407,-1.0413538059523213,3,3,3,13/05/2025,2,05:48,3,30.0,6,1,4.0,1.0,1,5,25
DEMO103859,53.36945084520773,-3.0149114371419685,1,4,7,15/04/2025,2,16:21,6,50.0,9,1,9.0,4.0,1,5,26
DEMO103860,53.273602026164184,-0.9644376846872631,3,1,2,13/07/2025,7,19:08,2,60.0,3,6,1.0,1.0,2,4,32
DEMO103861,53.59204728156353,-1.5111342839829964,3,3,3,04/10/2025,6,07:15,6,70.0,1,1,6.0,3.0,1,2,29
DEMO103862,53.38755781826826,-2.2524203942624816,3,1,5,12/11/2025,3,01:39,1,30.0,7,5,2.0,1.0,1,2,30
DEMO103863,53.65737827705666,-1.5563100710613769,3,3,4,18/08/2025,1,13:47,12,50.0,1,4,8.0,1.0,2,6,31
DEMO103864,53.495805912137364,-1.4713990273947073,3,2,2,30/08/2025,6,18:36,7,30.0,2,1,3.0,2.0,2,3,21
DEMO103865,55.49568011144709,-3.3074263300793687,2,1,1,15/10/2025,3,01:43,2,60.0,9,1,1.0,1.0,1,6,39
DEMO103866,52.935693030693955,-1.1491945038783205,2,4,4,09/04/2025,3,19:06,3,60.0,9,1,2.0,2.0,1,1,29
DEMO103867,56.281836359185135,-3.3217347455230795,2,2,2,02/04/2025,3,04:30,9,50.0,3,7,1.0,2.0,1,2,22
